"region","hustyp","ägarkategori","år","Antal"
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2017",876
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2018",876
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2019",876
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2020",917
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2021",920
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2022",920
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2023",920
"Älvkarleby","flerbostadshus","allmännyttiga bostadsföretag","2024",920
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2013",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2014",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2015",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2016",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2017",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2018",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2019",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2020",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2021",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2022",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2023",0
"Älvkarleby","flerbostadshus","kooperativa hyresrättsföreningar","2024",0
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2013",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2014",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2015",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2016",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2017",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2018",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2019",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2020",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2021",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2022",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2023",145
"Älvkarleby","flerbostadshus","bostadsrättsföreningar","2024",145
"Älvkarleby","flerbostadshus","fysiska personer","2013",46
"Älvkarleby","flerbostadshus","fysiska personer","2014",46
"Älvkarleby","flerbostadshus","fysiska personer","2015",55
"Älvkarleby","flerbostadshus","fysiska personer","2016",55
"Älvkarleby","flerbostadshus","fysiska personer","2017",55
"Älvkarleby","flerbostadshus","fysiska personer","2018",64
"Älvkarleby","flerbostadshus","fysiska personer","2019",50
"Älvkarleby","flerbostadshus","fysiska personer","2020",47
"Älvkarleby","flerbostadshus","fysiska personer","2021",37
"Älvkarleby","flerbostadshus","fysiska personer","2022",42
"Älvkarleby","flerbostadshus","fysiska personer","2023",42
"Älvkarleby","flerbostadshus","fysiska personer","2024",42
"Älvkarleby","flerbostadshus","svenska aktiebolag","2013",134
"Älvkarleby","flerbostadshus","svenska aktiebolag","2014",134
"Älvkarleby","flerbostadshus","svenska aktiebolag","2015",125
"Älvkarleby","flerbostadshus","svenska aktiebolag","2016",125
"Älvkarleby","flerbostadshus","svenska aktiebolag","2017",125
"Älvkarleby","flerbostadshus","svenska aktiebolag","2018",125
"Älvkarleby","flerbostadshus","svenska aktiebolag","2019",142
"Älvkarleby","flerbostadshus","svenska aktiebolag","2020",145
"Älvkarleby","flerbostadshus","svenska aktiebolag","2021",151
"Älvkarleby","flerbostadshus","svenska aktiebolag","2022",178
"Älvkarleby","flerbostadshus","svenska aktiebolag","2023",178
"Älvkarleby","flerbostadshus","svenska aktiebolag","2024",178
"Älvkarleby","flerbostadshus","övriga ägare","2013",17
"Älvkarleby","flerbostadshus","övriga ägare","2014",17
"Älvkarleby","flerbostadshus","övriga ägare","2015",17
"Älvkarleby","flerbostadshus","övriga ägare","2016",17
"Älvkarleby","flerbostadshus","övriga ägare","2017",17
"Älvkarleby","flerbostadshus","övriga ägare","2018",17
"Älvkarleby","flerbostadshus","övriga ägare","2019",17
"Älvkarleby","flerbostadshus","övriga ägare","2020",17
"Älvkarleby","flerbostadshus","övriga ägare","2021",17
"Älvkarleby","flerbostadshus","övriga ägare","2022",14
"Älvkarleby","flerbostadshus","övriga ägare","2023",14
"Älvkarleby","flerbostadshus","övriga ägare","2024",14
"Älvkarleby","flerbostadshus","uppgift saknas","2013",0
"Älvkarleby","flerbostadshus","uppgift saknas","2014",0
"Älvkarleby","flerbostadshus","uppgift saknas","2015",0
"Älvkarleby","flerbostadshus","uppgift saknas","2016",0
"Älvkarleby","flerbostadshus","uppgift saknas","2017",0
"Älvkarleby","flerbostadshus","uppgift saknas","2018",0
"Älvkarleby","flerbostadshus","uppgift saknas","2019",0
"Älvkarleby","flerbostadshus","uppgift saknas","2020",0
"Älvkarleby","flerbostadshus","uppgift saknas","2021",0
"Älvkarleby","flerbostadshus","uppgift saknas","2022",0
"Älvkarleby","flerbostadshus","uppgift saknas","2023",0
"Älvkarleby","flerbostadshus","uppgift saknas","2024",0
"Älvkarleby","övriga hus","stat, kommun, region","2013",2
"Älvkarleby","övriga hus","stat, kommun, region","2014",2
"Älvkarleby","övriga hus","stat, kommun, region","2015",2
"Älvkarleby","övriga hus","stat, kommun, region","2016",2
"Älvkarleby","övriga hus","stat, kommun, region","2017",2
"Älvkarleby","övriga hus","stat, kommun, region","2018",1
"Älvkarleby","övriga hus","stat, kommun, region","2019",0
"Älvkarleby","övriga hus","stat, kommun, region","2020",0
"Älvkarleby","övriga hus","stat, kommun, region","2021",0
"Älvkarleby","övriga hus","stat, kommun, region","2022",0
"Älvkarleby","övriga hus","stat, kommun, region","2023",0
"Älvkarleby","övriga hus","stat, kommun, region","2024",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2013",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2014",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2015",5
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2016",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2017",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2018",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2019",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2020",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2021",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2022",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2023",0
"Älvkarleby","övriga hus","allmännyttiga bostadsföretag","2024",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2013",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2014",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2015",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2016",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2017",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2018",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2019",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2020",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2021",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2022",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2023",0
"Älvkarleby","övriga hus","kooperativa hyresrättsföreningar","2024",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2013",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2014",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2015",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2016",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2017",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2018",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2019",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2020",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2021",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2022",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2023",0
"Älvkarleby","övriga hus","bostadsrättsföreningar","2024",0
"Älvkarleby","övriga hus","fysiska personer","2013",3
"Älvkarleby","övriga hus","fysiska personer","2014",3
"Älvkarleby","övriga hus","fysiska personer","2015",3
"Älvkarleby","övriga hus","fysiska personer","2016",6
"Älvkarleby","övriga hus","fysiska personer","2017",6
"Älvkarleby","övriga hus","fysiska personer","2018",9
"Älvkarleby","övriga hus","fysiska personer","2019",9
"Älvkarleby","övriga hus","fysiska personer","2020",8
"Älvkarleby","övriga hus","fysiska personer","2021",10
"Älvkarleby","övriga hus","fysiska personer","2022",14
"Älvkarleby","övriga hus","fysiska personer","2023",14
"Älvkarleby","övriga hus","fysiska personer","2024",14
"Älvkarleby","övriga hus","svenska aktiebolag","2013",6
"Älvkarleby","övriga hus","svenska aktiebolag","2014",6
"Älvkarleby","övriga hus","svenska aktiebolag","2015",6
"Älvkarleby","övriga hus","svenska aktiebolag","2016",6
"Älvkarleby","övriga hus","svenska aktiebolag","2017",4
"Älvkarleby","övriga hus","svenska aktiebolag","2018",4
"Älvkarleby","övriga hus","svenska aktiebolag","2019",5
"Älvkarleby","övriga hus","svenska aktiebolag","2020",6
"Älvkarleby","övriga hus","svenska aktiebolag","2021",6
"Älvkarleby","övriga hus","svenska aktiebolag","2022",6
"Älvkarleby","övriga hus","svenska aktiebolag","2023",6
"Älvkarleby","övriga hus","svenska aktiebolag","2024",6
"Älvkarleby","övriga hus","övriga ägare","2013",2
"Älvkarleby","övriga hus","övriga ägare","2014",2
"Älvkarleby","övriga hus","övriga ägare","2015",2
"Älvkarleby","övriga hus","övriga ägare","2016",2
"Älvkarleby","övriga hus","övriga ägare","2017",4
"Älvkarleby","övriga hus","övriga ägare","2018",2
"Älvkarleby","övriga hus","övriga ägare","2019",2
"Älvkarleby","övriga hus","övriga ägare","2020",2
"Älvkarleby","övriga hus","övriga ägare","2021",2
"Älvkarleby","övriga hus","övriga ägare","2022",2
"Älvkarleby","övriga hus","övriga ägare","2023",2
"Älvkarleby","övriga hus","övriga ägare","2024",2
"Älvkarleby","övriga hus","uppgift saknas","2013",0
"Älvkarleby","övriga hus","uppgift saknas","2014",0
"Älvkarleby","övriga hus","uppgift saknas","2015",0
"Älvkarleby","övriga hus","uppgift saknas","2016",0
"Älvkarleby","övriga hus","uppgift saknas","2017",0
"Älvkarleby","övriga hus","uppgift saknas","2018",0
"Älvkarleby","övriga hus","uppgift saknas","2019",0
"Älvkarleby","övriga hus","uppgift saknas","2020",0
"Älvkarleby","övriga hus","uppgift saknas","2021",0
"Älvkarleby","övriga hus","uppgift saknas","2022",0
"Älvkarleby","övriga hus","uppgift saknas","2023",0
"Älvkarleby","övriga hus","uppgift saknas","2024",0
"Älvkarleby","specialbostäder","stat, kommun, region","2013",88
"Älvkarleby","specialbostäder","stat, kommun, region","2014",88
"Älvkarleby","specialbostäder","stat, kommun, region","2015",88
"Älvkarleby","specialbostäder","stat, kommun, region","2016",88
"Älvkarleby","specialbostäder","stat, kommun, region","2017",86
"Älvkarleby","specialbostäder","stat, kommun, region","2018",86
"Älvkarleby","specialbostäder","stat, kommun, region","2019",39
"Älvkarleby","specialbostäder","stat, kommun, region","2020",166
"Älvkarleby","specialbostäder","stat, kommun, region","2021",166
"Älvkarleby","specialbostäder","stat, kommun, region","2022",166
"Älvkarleby","specialbostäder","stat, kommun, region","2023",166
"Älvkarleby","specialbostäder","stat, kommun, region","2024",166
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2013",124
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2014",124
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2015",124
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2016",124
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2017",124
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2018",124
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2019",124
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2020",123
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2021",120
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2022",120
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2023",120
"Älvkarleby","specialbostäder","allmännyttiga bostadsföretag","2024",120
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2013",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2014",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2015",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2016",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2017",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2018",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2019",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2020",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2021",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2022",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2023",0
"Älvkarleby","specialbostäder","kooperativa hyresrättsföreningar","2024",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2013",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2014",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2015",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2016",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2017",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2018",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2019",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2020",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2021",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2022",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2023",0
"Älvkarleby","specialbostäder","bostadsrättsföreningar","2024",0
"Älvkarleby","specialbostäder","fysiska personer","2013",0
"Älvkarleby","specialbostäder","fysiska personer","2014",0
"Älvkarleby","specialbostäder","fysiska personer","2015",0
"Älvkarleby","specialbostäder","fysiska personer","2016",0
"Älvkarleby","specialbostäder","fysiska personer","2017",0
"Älvkarleby","specialbostäder","fysiska personer","2018",0
"Älvkarleby","specialbostäder","fysiska personer","2019",0
"Älvkarleby","specialbostäder","fysiska personer","2020",0
"Älvkarleby","specialbostäder","fysiska personer","2021",0
"Älvkarleby","specialbostäder","fysiska personer","2022",0
"Älvkarleby","specialbostäder","fysiska personer","2023",0
"Älvkarleby","specialbostäder","fysiska personer","2024",0
"Älvkarleby","specialbostäder","svenska aktiebolag","2013",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2014",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2015",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2016",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2017",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2018",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2019",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2020",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2021",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2022",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2023",26
"Älvkarleby","specialbostäder","svenska aktiebolag","2024",26
"Älvkarleby","specialbostäder","övriga ägare","2013",0
"Älvkarleby","specialbostäder","övriga ägare","2014",0
"Älvkarleby","specialbostäder","övriga ägare","2015",0
"Älvkarleby","specialbostäder","övriga ägare","2016",0
"Älvkarleby","specialbostäder","övriga ägare","2017",0
"Älvkarleby","specialbostäder","övriga ägare","2018",0
